image,description,display name,category,image_path,img_ok
2828.jpg,"Composition: Blue denim ankle shoes Wash care: Clean surface by rubbing with a soft, clean, damp cloth Do not machine wash Fitting: Regular These denim ankle shoes with contrast lacing from lee cooper are a great addition to your wardrobe. Team them up with skinny jeans or corduroys and make a cool style statement.",Lee Cooper Men's LC Casual Denim Blue Shoe,Casual Shoes,2828.jpg,True
19311.jpg,"The nike Air Rift MTR for men with its split-toe for a customised Fit and incredible lightness is a favourite among comfort junkies who love sport. The shoe is made out of tough jersey material, and the bottom of the shoe has two channels that separate the ball of the foot from the rest. The Air Rift has an open top, and allows air to pass through the split-toe. There is light lycra fabric under the split toe and it breathes well. It also has a heel strap, so there is open air here as well. The padding on this shoe is designed for optimal grip. Upper Fabric upper with a four-way stretch mesh Split toe for a customised fit Articulated forefoot Hook-and-loop closure on the midfoot area Ankle strap at the back with a velcro closure Soft, removable sockliner to accommodate an orthotic Midsole Full length, sculpted Phylon midsole for absolute shock absorption and lightweight comfort Outsole Air-Sole unit in the heel BRS 1000 Waffle outsole with a modified forefoot Shoe care Wipe surface with damp, clean cloth to remove dust Do not machine wash or store in direct sunlight",Nike Men Air Rift MTR White Casual Shoe,Casual Shoes,19311.jpg,True
44398.jpg,"Style Note This force 10 shoe is a comfortable shoe that performs well when you're at the gym, taking a brisk walk or jogging in the morning. It's a great foot style option for the health conscious and the comfort junkies! Product Details Blunt toed sport shoe in black and yellow with synthetic upper, central lace-ups, overlays and pattern on the midfoot Padded collar and tongue with a mesh inner Tough, foamy and lightweight rubber midsole Tough rubber outsole with grooves Material and Care Synthetic Do not machine wash or store in direct sunlight Remove dust with a dry clean cloth",Force 10 Men Black Shoes,Casual Shoes,44398.jpg,True
40692.jpg,"Style Note These numero uno casual with sturdy soles, bold overlays and aggressive design highlights is a closet essential. Class up your off-duty ensemble with this sleek shoe. Wear it with fitted denims and a T-shirt and throw on a tonal jacket for added style.   Product Details  Round toe, navy shoes with lace up styling Rubber upper with reinforced overlay at the heel collar and over the toe box Padded fabric inner lining with a removable sock liner PU midsole with a foxing at the toe box TPU  outsole with circular nubs and patterned grooves   Material and Care Synthetic Wipe surface with soft, clean, cloth or brush Do not store in direct sunlight",Numero Uno Men Navy Blue Shoes,Casual Shoes,40692.jpg,True
10296.jpg,"A pair of navy blue casual shoes with central lace-ups Leather uppernbsp; Cushioned footbednbsp; Textured outsolenbsp;with flexible grooves for lightweight comfort,nbsp;gripnbsp;and traction Warranty: 3 months against manufacturing defects Warranty provided by the brand owner / manufacturer",Clarks Men Navy Blue Leather Casual Shoes,Casual Shoes,10296.jpg,True
34742.jpg,-,Puma Men Vedano Black Shoes,Casual Shoes,34742.jpg,True
6347.jpg,"Dedicated to Basketball champ Chuck Taylor, this Chuck Taylor All-Star series from converse are also called Chucks and come in classic designs. Created using canvas and rubber, this range of sneakers from Converse was initially designed to capture the basketball market, but soon enough turned into a hot casual footwear favourite. Upper   Canvas upper for easy maintenance and durability  High ankle for added comfort to the foot and leg  Stitch detailing for durability and style  Carbon rubber toe box for enhanced protection of the upper foot  Long canvas tongue for added comfort and snug Fit  Lace-ups through metal eyelets for snug fit and durability   Midsole   Comfort Insole made of contoured latex foam for high energy return and cushioning   Outsole   Vulcanized rubber outsole for flexibility and traction  Diamond-shaped lugs on the forefoot and heel, with horizontal lugs and grooves on the toe region and heel region, and slanting grooves along the periphery and midfoot for superior grip on all terrains   shoe care Make a paste using 1 tbsp of baking soda, 1 tbsp white vinegar and 1 tbsp hot water Rub this paste onto the canvas and the sole using a brush Wash off with lukewarm water",Converse Unisex Four Stitch Hi Navy Shoe,Casual Shoes,6347.jpg,True
20729.jpg,"Revel in the comfort of pure leather and look stylish in ease in this pair of peep toe sandals from enroute. Pair it with any kind of western and ethnic wear, and look great both ways.  This pair comes with a shoe bag to help you carry it around in ease.   Heel : 2""   Upper  Leather upper with perforations for absolute breathable comfort Ergonomically curved leather footbed for enhanced comfort Leather bow on the toes for style   Outsole  Durable TPU outsole with a grooved forefoot and heel for absolute grip and traction   Sandal care  Wipe surface with a dry, clean cloth to remove dust and dirt Do not store in direct sunlight",Enroute Women Beige Shoes,Casual Shoes,20729.jpg,True
5920.jpg,-,ADIDAS Women Daily White Purple Shoe,Casual Shoes,5920.jpg,True
6339.jpg,"Dedicated to Basketball champ Chuck Taylor, this Chuck Taylor All-Star series from converse are also called Chucks and come in classic designs. Created using canvas and rubber, this range of sneakers from Converse was initially designed to capture the basketball market, but soon enough turned into a hot casual footwear favourite. Upper   Canvas upper for easy maintenance and durability  High ankle for added comfort to the foot and leg  Upper with skull doodle graphic print  Carbon rubber toe box for enhanced protection of the upper foot  Long canvas tongue for added comfort and snug Fit  Lace-ups through metal eyelets for snug fit and durability   Midsole   Comfort Insole made of contoured latex foam for high energy return and cushioning   Outsole   Vulcanized rubber outsole for flexibility and traction  Diamond-shaped lugs on the forefoot and heel, with horizontal lugs and grooves on the toe region and heel region, and slanting grooves along the periphery and midfoot for superior grip on all terrains   shoe care Make a paste using 1 tbsp of baking soda, 1 tbsp white vinegar and 1 tbsp hot water Rub this paste onto the canvas and the sole using a brush Wash off with lukewarm water",Converse Unisex Skull Print Hi Red Shoe,Casual Shoes,6339.jpg,True
22101.jpg,"These flying machine shoes are inspired by a retro-esque fusion of fashion with contemporary styles. Iconic and synonymous with style in the youth culture, these shoes reflect a fusion of sport and style. Sleek silhouetting on this canvas shoe make this an off-duty essential. Cut a dash to all off-duty dos with these throwback classic canvas shoes. Wear this with form fitting denims, a monochrome tee and a casual jacket. Upper denim upper for style, easy maintenance and durability Central lacing for a snug Fit PU toe box for enhanced protection of the upper foot Long canvas tongue for added comfort and snug fit Lace-ups through metal eyelets for snug fit and durability Midsole PU midsole for impact protection Outsole Vulcanized rubber outsole for flexibility and traction Brick and herringbone patterned grooves on the outsole Slipper care Make a paste using 1 tbsp of baking soda, 1 tbsp white vinegar and 1 tbsp hot water Rub this paste onto the canvas and the sole using a brush Wash off with lukewarm water",Flying Machine Men Grey Casual Shoes,Casual Shoes,22101.jpg,True
6433.jpg,"canvas shoes are the most versatile pair of footwear that one can ever own. Pair it with denims or corduroys and look equally glamorous with each combination. The fabric upper keeps your feet fresh all day, while the patterned outsole provides superior grip on any terrain. Upper   Canvas upper for easy maintenance and durability  Carbon rubber toe box for enhanced protection of the upper foot  Long canvas tongue for added comfort and snug Fit  Lace-ups through metal eyelets for snug fit and durability   Midsole   Insole made of foam for high energy return and cushioning   Outsole   Vulcanized rubber outsole for flexibility and traction  Multi-directional pattern on the forefoot and heel, with embossed brand name   shoe care Make a paste using 1 tbsp of baking soda, 1 tbsp white vinegar and 1 tbsp hot water Rub this paste onto the canvas and the sole using a brush Wash off with lukewarm water",Lotto Men's Canvas Blue Shoe,Casual Shoes,6433.jpg,True
